InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
538902,22813,PACK 3 BOXES BIRD PANNETONE ,12,2010-12-15 10:04:00,1.95,14150.0,United Kingdom
538902,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2010-12-15 10:04:00,1.69,14150.0,United Kingdom
538902,16237,SLEEPING CAT ERASERS,30,2010-12-15 10:04:00,0.21,14150.0,United Kingdom
538902,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,2010-12-15 10:04:00,0.29,14150.0,United Kingdom
538902,79321,CHILLI LIGHTS,24,2010-12-15 10:04:00,4.25,14150.0,United Kingdom
538902,22779,WOODEN OWLS LIGHT GARLAND ,4,2010-12-15 10:04:00,4.25,14150.0,United Kingdom
538903,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2010-12-15 10:17:00,8.5,13496.0,United Kingdom
538903,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-15 10:17:00,1.69,13496.0,United Kingdom
538903,21906,PHARMACIE FIRST AID TIN,2,2010-12-15 10:17:00,6.75,13496.0,United Kingdom
538903,22760,"TRAY, BREAKFAST IN BED",1,2010-12-15 10:17:00,12.75,13496.0,United Kingdom
538903,22082,RIBBON REEL STRIPES DESIGN ,20,2010-12-15 10:17:00,1.65,13496.0,United Kingdom
538903,22456,NATURAL SLATE CHALKBOARD LARGE ,3,2010-12-15 10:17:00,4.95,13496.0,United Kingdom
538903,22457,NATURAL SLATE HEART CHALKBOARD ,24,2010-12-15 10:17:00,2.95,13496.0,United Kingdom
538903,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2010-12-15 10:17:00,1.25,13496.0,United Kingdom
538903,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,12,2010-12-15 10:17:00,1.25,13496.0,United Kingdom
538903,84949,SILVER HANGING T-LIGHT HOLDER,12,2010-12-15 10:17:00,1.65,13496.0,United Kingdom
538903,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,2010-12-15 10:17:00,1.25,13496.0,United Kingdom
538903,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2010-12-15 10:17:00,0.95,13496.0,United Kingdom
538903,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2010-12-15 10:17:00,0.85,13496.0,United Kingdom
538903,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2010-12-15 10:17:00,1.25,13496.0,United Kingdom
538903,22360,GLASS JAR ENGLISH CONFECTIONERY,6,2010-12-15 10:17:00,2.95,13496.0,United Kingdom
538903,21115,ROSE CARAVAN DOORSTOP,2,2010-12-15 10:17:00,6.75,13496.0,United Kingdom
538903,22423,REGENCY CAKESTAND 3 TIER,4,2010-12-15 10:17:00,12.75,13496.0,United Kingdom
538903,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2010-12-15 10:17:00,2.95,13496.0,United Kingdom
538903,22801,ANTIQUE GLASS PEDESTAL BOWL,8,2010-12-15 10:17:00,3.75,13496.0,United Kingdom
538903,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2010-12-15 10:17:00,2.95,13496.0,United Kingdom
538903,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2010-12-15 10:17:00,1.25,13496.0,United Kingdom
538903,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,2010-12-15 10:17:00,3.75,13496.0,United Kingdom
538903,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,2010-12-15 10:17:00,1.65,13496.0,United Kingdom
538903,21386,IVORY HANGING DECORATION  EGG,12,2010-12-15 10:17:00,0.85,13496.0,United Kingdom
538903,22030,SWALLOWS GREETING CARD,12,2010-12-15 10:17:00,0.42,13496.0,United Kingdom
538903,21056,DOCTOR'S BAG SOFT TOY,1,2010-12-15 10:17:00,8.95,13496.0,United Kingdom
C538904,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,2010-12-15 10:29:00,7.95,18168.0,United Kingdom
538905,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,12,2010-12-15 10:31:00,2.95,13611.0,United Kingdom
538905,22834,HAND WARMER BABUSHKA DESIGN,24,2010-12-15 10:31:00,0.85,13611.0,United Kingdom
538905,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2010-12-15 10:31:00,1.25,13611.0,United Kingdom
538905,22453,MEASURING TAPE BABUSHKA BLUE,6,2010-12-15 10:31:00,2.95,13611.0,United Kingdom
538905,22454,MEASURING TAPE BABUSHKA RED,6,2010-12-15 10:31:00,2.95,13611.0,United Kingdom
538905,22741,FUNKY DIVA PEN,48,2010-12-15 10:31:00,0.85,13611.0,United Kingdom
538905,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,12,2010-12-15 10:31:00,2.95,13611.0,United Kingdom
538905,21613,S/12 VANILLA  BOTANICAL T-LIGHTS,6,2010-12-15 10:31:00,2.95,13611.0,United Kingdom
538905,21051,RIBBONS PURSE ,6,2010-12-15 10:31:00,2.1,13611.0,United Kingdom
538905,22456,NATURAL SLATE CHALKBOARD LARGE ,3,2010-12-15 10:31:00,4.95,13611.0,United Kingdom
538905,22988,SOLDIERS EGG CUP ,12,2010-12-15 10:31:00,1.25,13611.0,United Kingdom
538905,84378,SET OF 3 HEART COOKIE CUTTERS,12,2010-12-15 10:31:00,1.25,13611.0,United Kingdom
538905,21066,VINTAGE RED MUG,12,2010-12-15 10:31:00,1.25,13611.0,United Kingdom
538905,22300,COFFEE MUG DOG + BALL DESIGN,6,2010-12-15 10:31:00,2.55,13611.0,United Kingdom
538905,22301,COFFEE MUG CAT + BIRD DESIGN,6,2010-12-15 10:31:00,2.55,13611.0,United Kingdom
538906,21895,,-5,2010-12-15 10:31:00,0.0,,United Kingdom
538907,22835,HOT WATER BOTTLE I AM SO POORLY,4,2010-12-15 10:40:00,4.65,15373.0,United Kingdom
538907,22113,GREY HEART HOT WATER BOTTLE,4,2010-12-15 10:40:00,3.75,15373.0,United Kingdom
538907,22423,REGENCY CAKESTAND 3 TIER,6,2010-12-15 10:40:00,12.75,15373.0,United Kingdom
538907,21843,RED RETROSPOT CAKE STAND,6,2010-12-15 10:40:00,10.95,15373.0,United Kingdom
538907,22179,SET 10 LIGHTS NIGHT OWL,4,2010-12-15 10:40:00,6.75,15373.0,United Kingdom
538908,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2010-12-15 10:41:00,2.1,16954.0,United Kingdom
538908,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2010-12-15 10:41:00,2.1,16954.0,United Kingdom
538908,22966,GINGERBREAD MAN COOKIE CUTTER,24,2010-12-15 10:41:00,1.25,16954.0,United Kingdom
538908,21110,LARGE CAKE TOWEL PINK SPOTS,2,2010-12-15 10:41:00,6.75,16954.0,United Kingdom
538908,22222,CAKE PLATE LOVEBIRD WHITE,24,2010-12-15 10:41:00,1.95,16954.0,United Kingdom
538908,22223,CAKE PLATE LOVEBIRD PINK,24,2010-12-15 10:41:00,1.95,16954.0,United Kingdom
538908,22195,LARGE HEART MEASURING SPOONS,24,2010-12-15 10:41:00,1.65,16954.0,United Kingdom
538908,22196,SMALL HEART MEASURING SPOONS,36,2010-12-15 10:41:00,0.85,16954.0,United Kingdom
538908,22961,JAM MAKING SET PRINTED,12,2010-12-15 10:41:00,1.45,16954.0,United Kingdom
538908,22236,CAKE STAND 3 TIER MAGIC GARDEN,3,2010-12-15 10:41:00,12.75,16954.0,United Kingdom
538908,21843,RED RETROSPOT CAKE STAND,3,2010-12-15 10:41:00,10.95,16954.0,United Kingdom
538908,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2010-12-15 10:41:00,0.55,16954.0,United Kingdom
538909,15060B,FAIRY CAKE DESIGN UMBRELLA,8,2010-12-15 10:48:00,3.75,13491.0,United Kingdom
538909,22507,MEMO BOARD RETROSPOT  DESIGN,4,2010-12-15 10:48:00,4.95,13491.0,United Kingdom
538909,20750,RED RETROSPOT MINI CASES,2,2010-12-15 10:48:00,7.95,13491.0,United Kingdom
538909,21527,RED RETROSPOT TRADITIONAL TEAPOT ,2,2010-12-15 10:48:00,7.95,13491.0,United Kingdom
538909,48185,DOORMAT FAIRY CAKE,2,2010-12-15 10:48:00,7.95,13491.0,United Kingdom
538910,22061,LARGE CAKE STAND  HANGING STRAWBERY,4,2010-12-15 10:54:00,9.95,17454.0,United Kingdom
538910,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2010-12-15 10:54:00,1.25,17454.0,United Kingdom
538910,22801,ANTIQUE GLASS PEDESTAL BOWL,4,2010-12-15 10:54:00,3.75,17454.0,United Kingdom
538910,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-15 10:54:00,2.95,17454.0,United Kingdom
538910,22383,LUNCH BAG SUKI  DESIGN ,10,2010-12-15 10:54:00,1.65,17454.0,United Kingdom
538910,20728,LUNCH BAG CARS BLUE,10,2010-12-15 10:54:00,1.65,17454.0,United Kingdom
538910,22776,SWEETHEART CAKESTAND 3 TIER,1,2010-12-15 10:54:00,9.95,17454.0,United Kingdom
538910,22794,SWEETHEART WIRE MAGAZINE RACK,2,2010-12-15 10:54:00,7.95,17454.0,United Kingdom
538910,21931,JUMBO STORAGE BAG SUKI,10,2010-12-15 10:54:00,1.95,17454.0,United Kingdom
538917,21524,DOORMAT SPOTTY HOME SWEET HOME,1,2010-12-15 10:57:00,7.95,17449.0,United Kingdom
538917,48188,DOORMAT WELCOME PUPPIES,1,2010-12-15 10:57:00,7.95,17449.0,United Kingdom
538917,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2010-12-15 10:57:00,7.95,17449.0,United Kingdom
538917,48194,DOORMAT HEARTS,1,2010-12-15 10:57:00,7.95,17449.0,United Kingdom
538917,21773,DECORATIVE ROSE BATHROOM BOTTLE,2,2010-12-15 10:57:00,1.25,17449.0,United Kingdom
538917,21774,DECORATIVE CATS BATHROOM BOTTLE,2,2010-12-15 10:57:00,1.25,17449.0,United Kingdom
538917,21333,CLASSIC WHITE FRAME,2,2010-12-15 10:57:00,2.95,17449.0,United Kingdom
538917,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2010-12-15 10:57:00,2.55,17449.0,United Kingdom
538917,82494L,WOODEN FRAME ANTIQUE WHITE ,3,2010-12-15 10:57:00,2.95,17449.0,United Kingdom
538917,22766,PHOTO FRAME CORNICE,3,2010-12-15 10:57:00,2.95,17449.0,United Kingdom
538917,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2010-12-15 10:57:00,8.5,17449.0,United Kingdom
538917,22854,CREAM SWEETHEART EGG HOLDER,2,2010-12-15 10:57:00,4.95,17449.0,United Kingdom
538917,90200A,PURPLE SWEETHEART BRACELET,4,2010-12-15 10:57:00,4.25,17449.0,United Kingdom
538917,90200D,PINK SWEETHEART BRACELET,6,2010-12-15 10:57:00,4.25,17449.0,United Kingdom
538917,90200E,GREEN SWEETHEART BRACELET,6,2010-12-15 10:57:00,4.25,17449.0,United Kingdom
538917,90200B,BLACK SWEETHEART BRACELET,4,2010-12-15 10:57:00,4.25,17449.0,United Kingdom
538917,90200C,BLUE SWEETHEART BRACELET,6,2010-12-15 10:57:00,4.25,17449.0,United Kingdom
538917,90185D,CRYSTAL DIAMANTE EXPANDABLE RING,3,2010-12-15 10:57:00,4.25,17449.0,United Kingdom
538917,90185A,AMBER DIAMANTE EXPANDABLE RING,3,2010-12-15 10:57:00,4.25,17449.0,United Kingdom
538917,90146,FINE SILVER NECKLACE W PASTEL FLOWE,2,2010-12-15 10:57:00,7.5,17449.0,United Kingdom
538917,90161D,ANT COPPER PINK BOUDICCA BRACELET,3,2010-12-15 10:57:00,4.95,17449.0,United Kingdom
538917,90161B,ANT COPPER TURQ BOUDICCA BRACELET,3,2010-12-15 10:57:00,4.95,17449.0,United Kingdom
538917,90161C,ANT COPPER LIME BOUDICCA BRACELET,3,2010-12-15 10:57:00,4.95,17449.0,United Kingdom
538917,90129C,GREEN GLASS TASSLE BAG CHARM,3,2010-12-15 10:57:00,2.95,17449.0,United Kingdom
538917,90129B,TURQUOISE GLASS TASSLE BAG CHARM ,3,2010-12-15 10:57:00,2.95,17449.0,United Kingdom
538917,90129A,PINK GLASS TASSLE BAG CHARM ,3,2010-12-15 10:57:00,2.95,17449.0,United Kingdom
538917,22588,CARD HOLDER GINGHAM HEART,2,2010-12-15 10:57:00,2.55,17449.0,United Kingdom
538917,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,8,2010-12-15 10:57:00,2.1,17449.0,United Kingdom
538917,21733,RED HANGING HEART T-LIGHT HOLDER,4,2010-12-15 10:57:00,2.95,17449.0,United Kingdom
538917,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2010-12-15 10:57:00,4.95,17449.0,United Kingdom
538917,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,2010-12-15 10:57:00,1.49,17449.0,United Kingdom
538917,22834,HAND WARMER BABUSHKA DESIGN,2,2010-12-15 10:57:00,2.1,17449.0,United Kingdom
538917,22296,HEART IVORY TRELLIS LARGE,4,2010-12-15 10:57:00,1.65,17449.0,United Kingdom
538917,22295,HEART FILIGREE DOVE LARGE,4,2010-12-15 10:57:00,1.65,17449.0,United Kingdom
538917,22269,EGG CUP NATURAL CHICKEN,8,2010-12-15 10:57:00,1.25,17449.0,United Kingdom
538917,22297,HEART IVORY TRELLIS SMALL,11,2010-12-15 10:57:00,1.25,17449.0,United Kingdom
538917,22294,HEART FILIGREE DOVE  SMALL,12,2010-12-15 10:57:00,1.25,17449.0,United Kingdom
538917,22585,PACK OF 6 BIRDY GIFT TAGS,2,2010-12-15 10:57:00,1.25,17449.0,United Kingdom
538917,22776,SWEETHEART CAKESTAND 3 TIER,1,2010-12-15 10:57:00,9.95,17449.0,United Kingdom
538917,22469,HEART OF WICKER SMALL,3,2010-12-15 10:57:00,1.65,17449.0,United Kingdom
538917,22470,HEART OF WICKER LARGE,4,2010-12-15 10:57:00,2.95,17449.0,United Kingdom
538917,22113,GREY HEART HOT WATER BOTTLE,2,2010-12-15 10:57:00,3.75,17449.0,United Kingdom
538917,22804,CANDLEHOLDER PINK HANGING HEART,2,2010-12-15 10:57:00,2.95,17449.0,United Kingdom
538917,22575,METAL MERRY CHRISTMAS WREATH,4,2010-12-15 10:57:00,1.95,17449.0,United Kingdom
538917,22082,RIBBON REEL STRIPES DESIGN ,5,2010-12-15 10:57:00,1.65,17449.0,United Kingdom
538917,22795,SWEETHEART RECIPE BOOK STAND,4,2010-12-15 10:57:00,6.75,17449.0,United Kingdom
538917,22794,SWEETHEART WIRE MAGAZINE RACK,1,2010-12-15 10:57:00,7.95,17449.0,United Kingdom
538917,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,4,2010-12-15 10:57:00,1.65,17449.0,United Kingdom
538917,21868,POTTING SHED TEA MUG,6,2010-12-15 10:57:00,1.25,17449.0,United Kingdom
538917,22465,HANGING METAL STAR LANTERN,12,2010-12-15 10:57:00,1.65,17449.0,United Kingdom
538917,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2010-12-15 10:57:00,1.25,17449.0,United Kingdom
538917,22265,EASTER DECORATION NATURAL CHICK,10,2010-12-15 10:57:00,0.65,17449.0,United Kingdom
538917,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2010-12-15 10:57:00,1.25,17449.0,United Kingdom
538917,82582,AREA PATROLLED METAL SIGN,3,2010-12-15 10:57:00,2.1,17449.0,United Kingdom
538917,21164,HOME SWEET HOME METAL SIGN ,2,2010-12-15 10:57:00,2.95,17449.0,United Kingdom
538917,85150,LADIES & GENTLEMEN METAL SIGN,2,2010-12-15 10:57:00,2.55,17449.0,United Kingdom
538917,82552,WASHROOM METAL SIGN,2,2010-12-15 10:57:00,1.45,17449.0,United Kingdom
538917,21174,POTTERING IN THE SHED METAL SIGN,1,2010-12-15 10:57:00,1.95,17449.0,United Kingdom
538917,21166,COOK WITH WINE METAL SIGN ,2,2010-12-15 10:57:00,1.95,17449.0,United Kingdom
538917,21171,BATHROOM METAL SIGN ,1,2010-12-15 10:57:00,1.45,17449.0,United Kingdom
538917,21911,GARDEN METAL SIGN ,1,2010-12-15 10:57:00,1.65,17449.0,United Kingdom
538917,21910,WAY OUT METAL SIGN ,1,2010-12-15 10:57:00,1.65,17449.0,United Kingdom
538917,21165,BEWARE OF THE CAT METAL SIGN ,2,2010-12-15 10:57:00,1.69,17449.0,United Kingdom
538917,22151,PLACE SETTING WHITE HEART,12,2010-12-15 10:57:00,0.42,17449.0,United Kingdom
538917,22988,SOLDIERS EGG CUP ,8,2010-12-15 10:57:00,1.25,17449.0,United Kingdom
538917,20658,RED RETROSPOT LUGGAGE TAG,2,2010-12-15 10:57:00,1.25,17449.0,United Kingdom
538917,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,5,2010-12-15 10:57:00,2.95,17449.0,United Kingdom
538917,22624,IVORY KITCHEN SCALES,1,2010-12-15 10:57:00,8.5,17449.0,United Kingdom
538917,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1,2010-12-15 10:57:00,9.95,17449.0,United Kingdom
538917,85064,CREAM SWEETHEART LETTER RACK,2,2010-12-15 10:57:00,5.45,17449.0,United Kingdom
538917,22863,SOAP DISH BROCANTE,4,2010-12-15 10:57:00,2.95,17449.0,United Kingdom
538917,22862,LOVE HEART NAPKIN BOX ,1,2010-12-15 10:57:00,4.25,17449.0,United Kingdom
538917,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,2,2010-12-15 10:57:00,2.55,17449.0,United Kingdom
538935,22189,CREAM HEART CARD HOLDER,10,2010-12-15 11:08:00,3.95,18168.0,United Kingdom
538935,22637,PIGGY BANK RETROSPOT ,4,2010-12-15 11:08:00,2.55,18168.0,United Kingdom
538935,21535,RED RETROSPOT SMALL MILK JUG,3,2010-12-15 11:08:00,2.55,18168.0,United Kingdom
538935,21533,RETROSPOT LARGE MILK JUG,3,2010-12-15 11:08:00,4.95,18168.0,United Kingdom
538935,22191,IVORY DINER WALL CLOCK,1,2010-12-15 11:08:00,8.5,18168.0,United Kingdom
538935,21527,RED RETROSPOT TRADITIONAL TEAPOT ,3,2010-12-15 11:08:00,7.95,18168.0,United Kingdom
538935,22059,CERAMIC STRAWBERRY DESIGN MUG,8,2010-12-15 11:08:00,1.49,18168.0,United Kingdom
538935,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,4,2010-12-15 11:08:00,2.95,18168.0,United Kingdom
538935,21169,YOU'RE CONFUSING ME METAL SIGN ,8,2010-12-15 11:08:00,1.69,18168.0,United Kingdom
538935,21231,SWEETHEART CERAMIC TRINKET BOX,12,2010-12-15 11:08:00,1.25,18168.0,United Kingdom
538935,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2010-12-15 11:08:00,1.25,18168.0,United Kingdom
538935,22649,STRAWBERRY FAIRY CAKE TEAPOT,3,2010-12-15 11:08:00,4.95,18168.0,United Kingdom
538942,22968,ROSE COTTAGE KEEPSAKE BOX ,1,2010-12-15 11:14:00,9.95,17346.0,United Kingdom
538942,21592,RETROSPOT CIGAR BOX MATCHES ,3,2010-12-15 11:14:00,1.25,17346.0,United Kingdom
