InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
537671,22837,HOT WATER BOTTLE BABUSHKA ,4,2010-12-08 09:20:00,4.65,13267.0,United Kingdom
537671,22867,HAND WARMER BIRD DESIGN,12,2010-12-08 09:20:00,2.1,13267.0,United Kingdom
537671,21355,TOAST ITS - I LOVE YOU ,12,2010-12-08 09:20:00,1.25,13267.0,United Kingdom
537671,21877,HOME SWEET HOME MUG,12,2010-12-08 09:20:00,1.25,13267.0,United Kingdom
537671,21871,SAVE THE PLANET MUG,12,2010-12-08 09:20:00,1.25,13267.0,United Kingdom
537671,22423,REGENCY CAKESTAND 3 TIER,6,2010-12-08 09:20:00,12.75,13267.0,United Kingdom
537671,22630,DOLLY GIRL LUNCH BOX,12,2010-12-08 09:20:00,1.95,13267.0,United Kingdom
537671,22629,SPACEBOY LUNCH BOX ,12,2010-12-08 09:20:00,1.95,13267.0,United Kingdom
537671,22726,ALARM CLOCK BAKELIKE GREEN,4,2010-12-08 09:20:00,3.75,13267.0,United Kingdom
537671,22728,ALARM CLOCK BAKELIKE PINK,4,2010-12-08 09:20:00,3.75,13267.0,United Kingdom
537671,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,32,2010-12-08 09:20:00,0.65,13267.0,United Kingdom
537671,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,2010-12-08 09:20:00,1.25,13267.0,United Kingdom
537671,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,6,2010-12-08 09:20:00,2.55,13267.0,United Kingdom
537671,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-12-08 09:20:00,7.95,13267.0,United Kingdom
537671,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,2010-12-08 09:20:00,6.45,13267.0,United Kingdom
537672,22768,FAMILY PHOTO FRAME CORNICE,2,2010-12-08 09:30:00,9.95,13050.0,United Kingdom
537672,21498,RED RETROSPOT WRAP ,25,2010-12-08 09:30:00,0.42,13050.0,United Kingdom
537672,22154,ANGEL DECORATION 3 BUTTONS ,48,2010-12-08 09:30:00,0.42,13050.0,United Kingdom
537672,21527,RED RETROSPOT TRADITIONAL TEAPOT ,2,2010-12-08 09:30:00,7.95,13050.0,United Kingdom
537672,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,12,2010-12-08 09:30:00,1.25,13050.0,United Kingdom
537672,22767,TRIPLE PHOTO FRAME CORNICE ,2,2010-12-08 09:30:00,9.95,13050.0,United Kingdom
537672,21908,CHOCOLATE THIS WAY METAL SIGN,12,2010-12-08 09:30:00,2.1,13050.0,United Kingdom
537672,21217,RED RETROSPOT ROUND CAKE TINS,2,2010-12-08 09:30:00,9.95,13050.0,United Kingdom
537672,22838,3 TIER CAKE TIN RED AND CREAM,2,2010-12-08 09:30:00,14.95,13050.0,United Kingdom
537672,22585,PACK OF 6 BIRDY GIFT TAGS,12,2010-12-08 09:30:00,1.25,13050.0,United Kingdom
537672,21843,RED RETROSPOT CAKE STAND,1,2010-12-08 09:30:00,10.95,13050.0,United Kingdom
537672,22423,REGENCY CAKESTAND 3 TIER,2,2010-12-08 09:30:00,12.75,13050.0,United Kingdom
537672,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-12-08 09:30:00,2.95,13050.0,United Kingdom
537672,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2010-12-08 09:30:00,1.25,13050.0,United Kingdom
537672,21914,BLUE HARMONICA IN BOX ,12,2010-12-08 09:30:00,1.25,13050.0,United Kingdom
537672,22465,HANGING METAL STAR LANTERN,12,2010-12-08 09:30:00,1.65,13050.0,United Kingdom
537672,21041,RED RETROSPOT OVEN GLOVE DOUBLE,6,2010-12-08 09:30:00,2.95,13050.0,United Kingdom
537672,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2010-12-08 09:30:00,1.25,13050.0,United Kingdom
537673,21429,RED GINGHAM ROSE JEWELLERY BOX,10,2010-12-08 09:49:00,1.65,12709.0,Germany
537673,22467,GUMBALL COAT RACK,36,2010-12-08 09:49:00,2.1,12709.0,Germany
537673,22625,RED KITCHEN SCALES,24,2010-12-08 09:49:00,7.65,12709.0,Germany
537673,22627,MINT KITCHEN SCALES,6,2010-12-08 09:49:00,8.5,12709.0,Germany
537673,85049E,SCANDINAVIAN REDS RIBBONS,24,2010-12-08 09:49:00,1.25,12709.0,Germany
537673,20979,36 PENCILS TUBE RED RETROSPOT,32,2010-12-08 09:49:00,1.25,12709.0,Germany
537673,POST,POSTAGE,7,2010-12-08 09:49:00,18.0,12709.0,Germany
537674,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,2010-12-08 09:51:00,0.85,15628.0,United Kingdom
537674,22470,HEART OF WICKER LARGE,12,2010-12-08 09:51:00,2.95,15628.0,United Kingdom
537674,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,2010-12-08 09:51:00,0.85,15628.0,United Kingdom
537674,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2010-12-08 09:51:00,0.55,15628.0,United Kingdom
537674,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2010-12-08 09:51:00,1.25,15628.0,United Kingdom
537674,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2010-12-08 09:51:00,1.25,15628.0,United Kingdom
537674,22147,FELTCRAFT BUTTERFLY HEARTS,12,2010-12-08 09:51:00,1.45,15628.0,United Kingdom
537674,21733,RED HANGING HEART T-LIGHT HOLDER,6,2010-12-08 09:51:00,2.95,15628.0,United Kingdom
537674,82494L,WOODEN FRAME ANTIQUE WHITE ,12,2010-12-08 09:51:00,2.95,15628.0,United Kingdom
537674,21181,PLEASE ONE PERSON METAL SIGN,12,2010-12-08 09:51:00,2.1,15628.0,United Kingdom
537674,21870,I CAN ONLY PLEASE ONE PERSON MUG,12,2010-12-08 09:51:00,1.25,15628.0,United Kingdom
537674,21544,SKULLS  WATER TRANSFER TATTOOS ,12,2010-12-08 09:51:00,0.85,15628.0,United Kingdom
537674,21917,SET 12 KIDS  WHITE CHALK STICKS,24,2010-12-08 09:51:00,0.42,15628.0,United Kingdom
537674,21868,POTTING SHED TEA MUG,12,2010-12-08 09:51:00,1.25,15628.0,United Kingdom
537674,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-08 09:51:00,2.95,15628.0,United Kingdom
537674,22961,JAM MAKING SET PRINTED,12,2010-12-08 09:51:00,1.45,15628.0,United Kingdom
537674,21704,BAG 250g SWIRLY MARBLES,12,2010-12-08 09:51:00,0.85,15628.0,United Kingdom
537674,21790,VINTAGE SNAP CARDS,12,2010-12-08 09:51:00,0.85,15628.0,United Kingdom
537674,20724,RED RETROSPOT CHARLOTTE BAG,10,2010-12-08 09:51:00,0.85,15628.0,United Kingdom
537675,22816,CARD MOTORBIKE SANTA,12,2010-12-08 09:53:00,0.42,,United Kingdom
537676,22567,20 DOLLY PEGS RETROSPOT,24,2010-12-08 09:53:00,1.25,12386.0,Australia
537676,22915,ASSORTED BOTTLE TOP  MAGNETS ,120,2010-12-08 09:53:00,0.36,12386.0,Australia
537676,22926,IVORY GIANT GARDEN THERMOMETER,12,2010-12-08 09:53:00,5.95,12386.0,Australia
537676,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,24,2010-12-08 09:53:00,1.25,12386.0,Australia
537676,21906,PHARMACIE FIRST AID TIN,4,2010-12-08 09:53:00,6.75,12386.0,Australia
537676,22495,SET OF 2 ROUND TINS CAMEMBERT ,6,2010-12-08 09:53:00,2.95,12386.0,Australia
537676,22555,PLASTERS IN TIN STRONGMAN,12,2010-12-08 09:53:00,1.65,12386.0,Australia
537676,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2010-12-08 09:53:00,1.65,12386.0,Australia
C537677,21166,COOK WITH WINE METAL SIGN ,-1,2010-12-08 09:55:00,1.95,14796.0,United Kingdom
537678,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,48,2010-12-08 09:56:00,2.75,16779.0,United Kingdom
537678,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,2010-12-08 09:56:00,3.95,16779.0,United Kingdom
537678,22667,RECIPE BOX RETROSPOT ,6,2010-12-08 09:56:00,2.95,16779.0,United Kingdom
537678,20985,HEART CALCULATOR,12,2010-12-08 09:56:00,1.25,16779.0,United Kingdom
537678,21107,CREAM SLICE FLANNEL PINK SPOT ,6,2010-12-08 09:56:00,2.95,16779.0,United Kingdom
537678,22644,CERAMIC CHERRY CAKE MONEY BANK,12,2010-12-08 09:56:00,1.45,16779.0,United Kingdom
537678,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2010-12-08 09:56:00,1.45,16779.0,United Kingdom
537678,71053,WHITE METAL LANTERN,24,2010-12-08 09:56:00,3.39,16779.0,United Kingdom
537678,21843,RED RETROSPOT CAKE STAND,1,2010-12-08 09:56:00,10.95,16779.0,United Kingdom
537679,22816,CARD MOTORBIKE SANTA,12,2010-12-08 10:05:00,0.42,,United Kingdom
537679,84247E,PACK/12 XMAS FUN CARD,1,2010-12-08 10:05:00,2.95,,United Kingdom
537679,84836,ZINC METAL HEART DECORATION,4,2010-12-08 10:05:00,1.25,,United Kingdom
537679,21975,PACK OF 60 DINOSAUR CAKE CASES,2,2010-12-08 10:05:00,0.55,,United Kingdom
537679,22865,HAND WARMER OWL DESIGN,5,2010-12-08 10:05:00,2.1,,United Kingdom
537680,22816,CARD MOTORBIKE SANTA,12,2010-12-08 10:11:00,0.42,13599.0,United Kingdom
537680,22818,CARD CHRISTMAS VILLAGE,12,2010-12-08 10:11:00,0.42,13599.0,United Kingdom
537680,22899,CHILDREN'S APRON DOLLY GIRL ,6,2010-12-08 10:11:00,2.1,13599.0,United Kingdom
537680,22630,DOLLY GIRL LUNCH BOX,12,2010-12-08 10:11:00,1.95,13599.0,United Kingdom
537680,22664,TOY TIDY DOLLY GIRL DESIGN,5,2010-12-08 10:11:00,2.1,13599.0,United Kingdom
537680,22712,CARD DOLLY GIRL ,12,2010-12-08 10:11:00,0.42,13599.0,United Kingdom
537680,22029,SPACEBOY BIRTHDAY CARD,24,2010-12-08 10:11:00,0.42,13599.0,United Kingdom
537680,22629,SPACEBOY LUNCH BOX ,12,2010-12-08 10:11:00,1.95,13599.0,United Kingdom
537680,22791,T-LIGHT GLASS FLUTED ANTIQUE,24,2010-12-08 10:11:00,1.25,13599.0,United Kingdom
537680,22798,ANTIQUE GLASS DRESSING TABLE POT,16,2010-12-08 10:11:00,2.95,13599.0,United Kingdom
537680,22801,ANTIQUE GLASS PEDESTAL BOWL,8,2010-12-08 10:11:00,3.75,13599.0,United Kingdom
537680,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2010-12-08 10:11:00,1.25,13599.0,United Kingdom
537680,35001W,HAND OPEN SHAPE DECO.WHITE,6,2010-12-08 10:11:00,3.49,13599.0,United Kingdom
537681,22952,60 CAKE CASES VINTAGE CHRISTMAS,48,2010-12-08 10:11:00,0.55,13329.0,United Kingdom
537681,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,18,2010-12-08 10:11:00,2.95,13329.0,United Kingdom
537681,22553,PLASTERS IN TIN SKULLS,24,2010-12-08 10:11:00,1.65,13329.0,United Kingdom
537681,84692,BOX OF 24 COCKTAIL PARASOLS,25,2010-12-08 10:11:00,0.42,13329.0,United Kingdom
537681,21843,RED RETROSPOT CAKE STAND,12,2010-12-08 10:11:00,10.95,13329.0,United Kingdom
537681,21213,PACK OF 72 SKULL CAKE CASES,24,2010-12-08 10:11:00,0.55,13329.0,United Kingdom
537681,84946,ANTIQUE SILVER TEA GLASS ETCHED,24,2010-12-08 10:11:00,1.25,13329.0,United Kingdom
537682,22975,SPACEBOY CHILDRENS EGG CUP,12,2010-12-08 10:13:00,1.25,13599.0,United Kingdom
537682,22977,DOLLY GIRL CHILDRENS EGG CUP,36,2010-12-08 10:13:00,1.25,13599.0,United Kingdom
537682,22974,CHILDRENS DOLLY GIRL MUG,12,2010-12-08 10:13:00,1.65,13599.0,United Kingdom
537682,22972,CHILDRENS SPACEBOY MUG,12,2010-12-08 10:13:00,1.65,13599.0,United Kingdom
537683,21238,RED RETROSPOT CUP,8,2010-12-08 10:14:00,0.85,12921.0,United Kingdom
537683,21239,PINK  POLKADOT CUP,8,2010-12-08 10:14:00,0.85,12921.0,United Kingdom
537683,21240,BLUE POLKADOT CUP,8,2010-12-08 10:14:00,0.85,12921.0,United Kingdom
537683,20725,LUNCH BAG RED RETROSPOT,20,2010-12-08 10:14:00,1.65,12921.0,United Kingdom
537683,20728,LUNCH BAG CARS BLUE,10,2010-12-08 10:14:00,1.65,12921.0,United Kingdom
537683,21218,RED SPOTTY BISCUIT TIN,6,2010-12-08 10:14:00,3.75,12921.0,United Kingdom
537683,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,2010-12-08 10:14:00,2.95,12921.0,United Kingdom
537683,21042,RED RETROSPOT APRON ,3,2010-12-08 10:14:00,5.95,12921.0,United Kingdom
537683,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6,2010-12-08 10:14:00,3.75,12921.0,United Kingdom
537683,21217,RED RETROSPOT ROUND CAKE TINS,3,2010-12-08 10:14:00,9.95,12921.0,United Kingdom
537683,21231,SWEETHEART CERAMIC TRINKET BOX,24,2010-12-08 10:14:00,1.25,12921.0,United Kingdom
537683,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,2010-12-08 10:14:00,1.25,12921.0,United Kingdom
537683,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,6,2010-12-08 10:14:00,3.75,12921.0,United Kingdom
537683,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,2010-12-08 10:14:00,3.75,12921.0,United Kingdom
537683,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,6,2010-12-08 10:14:00,3.75,12921.0,United Kingdom
537683,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2010-12-08 10:14:00,0.85,12921.0,United Kingdom
537683,21086,SET/6 RED SPOTTY PAPER CUPS,12,2010-12-08 10:14:00,0.65,12921.0,United Kingdom
537683,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2010-12-08 10:14:00,0.55,12921.0,United Kingdom
537683,84991,60 TEATIME FAIRY CAKE CASES,24,2010-12-08 10:14:00,0.55,12921.0,United Kingdom
537683,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-12-08 10:14:00,0.55,12921.0,United Kingdom
C537684,22301,COFFEE MUG CAT + BIRD DESIGN,-1,2010-12-08 10:18:00,2.55,14901.0,United Kingdom
C537684,22730,ALARM CLOCK BAKELIKE IVORY,-1,2010-12-08 10:18:00,3.75,14901.0,United Kingdom
537685,22188,BLACK HEART CARD HOLDER,1,2010-12-08 10:21:00,3.95,18077.0,United Kingdom
537685,22731,3D CHRISTMAS STAMPS STICKERS ,6,2010-12-08 10:21:00,1.25,18077.0,United Kingdom
537685,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,12,2010-12-08 10:21:00,0.42,18077.0,United Kingdom
537685,22651,GENTLEMAN SHIRT REPAIR KIT ,10,2010-12-08 10:21:00,0.85,18077.0,United Kingdom
537685,85176,SEWING SUSAN 21 NEEDLE SET,10,2010-12-08 10:21:00,0.85,18077.0,United Kingdom
537685,22585,PACK OF 6 BIRDY GIFT TAGS,6,2010-12-08 10:21:00,1.25,18077.0,United Kingdom
537685,85178,VICTORIAN SEWING KIT,10,2010-12-08 10:21:00,1.25,18077.0,United Kingdom
537685,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,5,2010-12-08 10:21:00,1.65,18077.0,United Kingdom
537685,22653,BUTTON BOX ,6,2010-12-08 10:21:00,1.95,18077.0,United Kingdom
537685,22077,6 RIBBONS RUSTIC CHARM,6,2010-12-08 10:21:00,1.65,18077.0,United Kingdom
537685,21786,POLKADOT RAIN HAT ,24,2010-12-08 10:21:00,0.42,18077.0,United Kingdom
537685,20754,RETROSPOT RED WASHING UP GLOVES,6,2010-12-08 10:21:00,2.1,18077.0,United Kingdom
537685,22567,20 DOLLY PEGS RETROSPOT,6,2010-12-08 10:21:00,1.25,18077.0,United Kingdom
537685,21688,SILVER PLATE CANDLE BOWL SMALL,6,2010-12-08 10:21:00,2.95,18077.0,United Kingdom
537685,22300,COFFEE MUG DOG + BALL DESIGN,6,2010-12-08 10:21:00,2.55,18077.0,United Kingdom
537685,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2010-12-08 10:21:00,0.55,18077.0,United Kingdom
537685,22301,COFFEE MUG CAT + BIRD DESIGN,6,2010-12-08 10:21:00,2.55,18077.0,United Kingdom
537685,22737,RIBBON REEL CHRISTMAS PRESENT ,15,2010-12-08 10:21:00,1.65,18077.0,United Kingdom
537685,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,6,2010-12-08 10:21:00,0.85,18077.0,United Kingdom
537686,21122,SET/10 PINK POLKADOT PARTY CANDLES,48,2010-12-08 10:21:00,1.25,14744.0,United Kingdom
537686,22384,LUNCH BAG PINK POLKADOT,50,2010-12-08 10:21:00,1.65,14744.0,United Kingdom
537686,20725,LUNCH BAG RED RETROSPOT,50,2010-12-08 10:21:00,1.65,14744.0,United Kingdom
537687,84840,,-9,2010-12-08 10:26:00,0.0,,United Kingdom
537688,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2010-12-08 10:35:00,0.85,17406.0,United Kingdom
537688,84406B,CREAM CUPID HEARTS COAT HANGER,32,2010-12-08 10:35:00,2.75,17406.0,United Kingdom
537688,21166,COOK WITH WINE METAL SIGN ,12,2010-12-08 10:35:00,1.95,17406.0,United Kingdom
537688,21175,GIN + TONIC DIET METAL SIGN,24,2010-12-08 10:35:00,2.1,17406.0,United Kingdom
537688,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2010-12-08 10:35:00,2.1,17406.0,United Kingdom
537688,21174,POTTERING IN THE SHED METAL SIGN,12,2010-12-08 10:35:00,1.95,17406.0,United Kingdom
537688,21181,PLEASE ONE PERSON METAL SIGN,12,2010-12-08 10:35:00,2.1,17406.0,United Kingdom
537688,21903,MAN FLU METAL SIGN,12,2010-12-08 10:35:00,2.1,17406.0,United Kingdom
537688,21908,CHOCOLATE THIS WAY METAL SIGN,12,2010-12-08 10:35:00,2.1,17406.0,United Kingdom
537688,85150,LADIES & GENTLEMEN METAL SIGN,6,2010-12-08 10:35:00,2.55,17406.0,United Kingdom
537688,21326,AGED GLASS SILVER T-LIGHT HOLDER,24,2010-12-08 10:35:00,0.65,17406.0,United Kingdom
537688,18098C,PORCELAIN BUTTERFLY OIL BURNER,6,2010-12-08 10:35:00,2.95,17406.0,United Kingdom
537688,90212B,JET BLACK LAS VEGAS BRACELET ROUND,3,2010-12-08 10:35:00,3.75,17406.0,United Kingdom
537688,90212C,PURPLE LAS VEGAS BRACELET ROUND,3,2010-12-08 10:35:00,3.75,17406.0,United Kingdom
537688,22423,REGENCY CAKESTAND 3 TIER,16,2010-12-08 10:35:00,10.95,17406.0,United Kingdom
537688,84988,SET OF 72 PINK HEART PAPER DOILIES,12,2010-12-08 10:35:00,1.45,17406.0,United Kingdom
537688,22697,GREEN REGENCY TEACUP AND SAUCER,24,2010-12-08 10:35:00,2.55,17406.0,United Kingdom
537688,22699,ROSES REGENCY TEACUP AND SAUCER ,24,2010-12-08 10:35:00,2.55,17406.0,United Kingdom
537688,70006,LOVE HEART POCKET WARMER,12,2010-12-08 10:35:00,1.65,17406.0,United Kingdom
537689,21833,CAMOUFLAGE LED TORCH,12,2010-12-08 10:36:00,1.69,15750.0,United Kingdom
537689,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2010-12-08 10:36:00,0.29,15750.0,United Kingdom
537689,11001,ASSTD DESIGN RACING CAR PEN,16,2010-12-08 10:36:00,1.69,15750.0,United Kingdom
537689,10125,MINI FUNKY DESIGN TAPES,20,2010-12-08 10:36:00,0.85,15750.0,United Kingdom
537689,22563,HAPPY STENCIL CRAFT,12,2010-12-08 10:36:00,1.25,15750.0,United Kingdom
537689,22740,POLKADOT PEN,48,2010-12-08 10:36:00,0.85,15750.0,United Kingdom
537689,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,2010-12-08 10:36:00,0.29,15750.0,United Kingdom
537689,22616,PACK OF 12 LONDON TISSUES ,24,2010-12-08 10:36:00,0.29,15750.0,United Kingdom
537689,21967,PACK OF 12 SKULL TISSUES,24,2010-12-08 10:36:00,0.29,15750.0,United Kingdom
537689,22095,LADS ONLY TISSUE BOX,12,2010-12-08 10:36:00,1.25,15750.0,United Kingdom
537689,22207,FRYING PAN UNION FLAG,4,2010-12-08 10:36:00,4.25,15750.0,United Kingdom
537689,22467,GUMBALL COAT RACK,6,2010-12-08 10:36:00,2.55,15750.0,United Kingdom
537689,85150,LADIES & GENTLEMEN METAL SIGN,6,2010-12-08 10:36:00,2.55,15750.0,United Kingdom
537689,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,12,2010-12-08 10:36:00,2.1,15750.0,United Kingdom
537689,48129,DOORMAT TOPIARY,2,2010-12-08 10:36:00,7.95,15750.0,United Kingdom
537689,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-12-08 10:36:00,2.95,15750.0,United Kingdom
537689,22834,HAND WARMER BABUSHKA DESIGN,12,2010-12-08 10:36:00,2.1,15750.0,United Kingdom
537690,84378,SET OF 3 HEART COOKIE CUTTERS,12,2010-12-08 10:38:00,1.25,13983.0,United Kingdom
537690,22731,3D CHRISTMAS STAMPS STICKERS ,18,2010-12-08 10:38:00,1.25,13983.0,United Kingdom
537690,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2010-12-08 10:38:00,2.1,13983.0,United Kingdom
537690,22112,CHOCOLATE HOT WATER BOTTLE,12,2010-12-08 10:38:00,4.95,13983.0,United Kingdom
537690,21481,FAWN BLUE HOT WATER BOTTLE,4,2010-12-08 10:38:00,2.95,13983.0,United Kingdom
537690,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2010-12-08 10:38:00,0.85,13983.0,United Kingdom
537690,21983,PACK OF 12 BLUE PAISLEY TISSUES ,24,2010-12-08 10:38:00,0.29,13983.0,United Kingdom
537690,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,2010-12-08 10:38:00,3.95,13983.0,United Kingdom
537690,22625,RED KITCHEN SCALES,2,2010-12-08 10:38:00,8.5,13983.0,United Kingdom
537690,22626,BLACK KITCHEN SCALES,2,2010-12-08 10:38:00,8.5,13983.0,United Kingdom
537690,22708,WRAP DOLLY GIRL,25,2010-12-08 10:38:00,0.42,13983.0,United Kingdom
537690,22048,BIRTHDAY BANQUET GIFT WRAP,25,2010-12-08 10:38:00,0.42,13983.0,United Kingdom
537690,21192,WHITE BELL HONEYCOMB PAPER ,18,2010-12-08 10:38:00,1.65,13983.0,United Kingdom
537690,16161U,WRAP SUKI AND FRIENDS,25,2010-12-08 10:38:00,0.42,13983.0,United Kingdom
537690,21191,LARGE WHITE HONEYCOMB PAPER BELL  ,17,2010-12-08 10:38:00,2.1,13983.0,United Kingdom
537691,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2010-12-08 10:39:00,1.25,13842.0,United Kingdom
537691,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2010-12-08 10:39:00,8.5,13842.0,United Kingdom
537691,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-12-08 10:39:00,7.95,13842.0,United Kingdom
537691,47566,PARTY BUNTING,5,2010-12-08 10:39:00,4.65,13842.0,United Kingdom
537691,22470,HEART OF WICKER LARGE,6,2010-12-08 10:39:00,2.95,13842.0,United Kingdom
537691,22469,HEART OF WICKER SMALL,12,2010-12-08 10:39:00,1.65,13842.0,United Kingdom
537691,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-08 10:39:00,1.69,13842.0,United Kingdom
537691,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2010-12-08 10:39:00,0.65,13842.0,United Kingdom
537691,20981,12 PENCILS TALL TUBE WOODLAND,12,2010-12-08 10:39:00,0.85,13842.0,United Kingdom
537691,22505,MEMO BOARD COTTAGE DESIGN,4,2010-12-08 10:39:00,4.95,13842.0,United Kingdom
537691,84580,MOUSE TOY WITH PINK T-SHIRT,4,2010-12-08 10:39:00,3.75,13842.0,United Kingdom
537691,22464,HANGING METAL HEART LANTERN,12,2010-12-08 10:39:00,1.65,13842.0,United Kingdom
537691,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2010-12-08 10:39:00,0.65,13842.0,United Kingdom
537691,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,2010-12-08 10:39:00,0.65,13842.0,United Kingdom
537691,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2010-12-08 10:39:00,2.1,13842.0,United Kingdom
537691,22147,FELTCRAFT BUTTERFLY HEARTS,12,2010-12-08 10:39:00,1.45,13842.0,United Kingdom
537691,46000R,POLYESTER FILLER PAD 45x30cm,3,2010-12-08 10:39:00,1.45,13842.0,United Kingdom
537691,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2010-12-08 10:39:00,2.95,13842.0,United Kingdom
